Batch,Study,Parent_Pair,Cohort,Dam_ID,Sire_ID,Animal_ID,Access_ID,Sex,Diet,DOB,Date_of_Wean,Diet_Start,Diet_Start_Week,Litter_Number,Litter_Size,Coat_Color,Ear_Punch,Rack,Total_AUC,FastGluc,FastIns,HarvWeight,RetroFat_norm,EpiFat_norm,OmentalFat_norm,ClosedJunc,OpenJunc,REST_EPISODE_COUNT_5,MOVEMENT_EPISODE_COUNT_5,VERTICAL_EPISODE_COUNT_5,SWIM,CLIMB,FLOAT
Thesis,Thesis,402,4T,728072,729351,AWD230,736424,F,LFD,43423,43445,43469,SIX,5,5,BRN HOOD,LM,C-E8,11415,76,0.368,223,1.390134529,2.600896861,1.34529148,142.51,157.09,42,43,55,54,0,6
Thesis,Thesis,419,4T,727872,727763,AWD242,736534,F,LFD,43425,43446,43469,SIX,5,11,BLACK,RC,C-E8,9705,73,,239,0.460251046,1.087866109,0.50209205,160.46,139.5,43,44,24,57,3,0
Thesis,Thesis,441,5T,728062,727813,AWD255,738294,F,LFD,43471,43493,43518,SIX,7,11,BRN HOOD,LB,C-F4,13455,83,,227,0.748898678,1.40969163,0.792951542,155.21,142.42,4,5,28,48,7,5
Thesis,Thesis,428,5T,728082,727733,AWD263,738574,F,LFD,43475,43496,43518,SIX,6,8,BLK HOOD,RC,C-F4,10537.5,67,0.193,220,1.181818182,2,0.909090909,154,141.76,7,8,29,51,8,1
Thesis,Thesis,555,5T,733801,732091,AWD247,738374,F,LFD,43470,43493,43518,SIX,2,12,ALBINO,LM,C-G4,9855,67,0.2615,182,1.428571429,1.978021978,1.208791209,101.65,197.81,10,11,37,13,0,47
Thesis,Thesis,461,5T,733092,733472,AWD267,738504,F,LFD,43475,43496,43518,SIX,6,11,BLK HOOD,RB,C-G4,12052.5,68,2.2005,247,1.174089069,1.983805668,0.728744939,239.15,60.04,5,6,33,58,0,2
Thesis,Thesis,433,5T,728012,727933,AWD251,738334,F,LFD,43471,43493,43518,SIX,6,9,BRN HOOD,LT,C-H4,9540,58,,244,0.655737705,1.475409836,0.614754098,240.59,58.92,13,14,30,44,7,8
Thesis,Thesis,449,5T,733191,733171,AWD259,738494,F,LFD,43474,43495,43518,SIX,5,10,BLK HOOD,RT,C-H4,12555,70,,213,1.361502347,2.20657277,1.03286385,230.01,68.37,7,8,29,48,1,11
Thesis,Thesis,436,6T,728052,727771,AWD283,738712,F,LFD,43479,43500,43525,SIX,8,3,ALBINO,RM,C-F8,10440,70,0.809,253,1.85770751,3.083003953,1.146245059,143,155.98,6,7,33,12,0,48
Thesis,Thesis,425,6T,729792,728021,AWD287,738684,F,LFD,43480,43501,43525,SIX,8,13,BLK HOOD,LT,C-F8,13357.5,67,0.8195,229,0.262008734,0.436681223,0.174672489,153.49,146.15,26,26,12,50,6,4
Thesis,Thesis,412,6T,727792,727921,AWD271,738544,F,LFD,43477,43500,43525,SIX,8,7,BROWN,LT,C-G8,11047.5,67,,224,0.580357143,1.5625,0.714285714,139.84,157.29,6,7,30,51,0,9
Thesis,Thesis,455,6T,733601,733581,AWD279,738594,F,LFD,43477,43500,43525,SIX,6,13,BRN HOOD,RT,C-G8,10995,67,,206,1.262135922,1.40776699,0.72815534,107.52,192.44,10,11,24,40,2,12
Thesis,Thesis,414,6T,727802,728091,AWD275,738604,F,LFD,43477,43500,43525,SIX,8,6,ALBINO,RT,C-H8,14392.5,81,0.555,234,1.111111111,1.666666667,0.897435897,230.03,67.61,11,12,23,51,4,5
Thesis,Thesis,430,6T,728092,727851,AWD291,738694,F,LFD,43480,43501,43525,SIX,7,11,BLK HOOD,LM,C-H8,12435,78,0.5565,246,1.382113821,2.479674797,1.178861789,90.72,205.13,15,16,36,48,11,1
Thesis,Thesis,559,7T,734101,734002,AWD299,740956,F,LFD,43533,43556,43581,SIX,3,9,BLK HOOD,RT,C-C4,12240,67,0.4835,206,1.893203883,3.009708738,1.359223301,197.53,99.38,7,8,30,20,0,40
Thesis,Thesis,546,7T,733761,731891,AWD307,740786,F,LFD,43535,43556,43581,SIX,4,14,BROWN,LB,C-C4,10665,66,,214,0.700934579,1.168224299,0.654205607,214.86,82.26,6,7,27,48,3,9
Thesis,Thesis,548,7T,733771,731561,AWD295,740866,F,LFD,43533,43556,43581,SIX,4,9,ALBINO,RM,C-D4,10717.5,66,0.461,201,1.641791045,3.333333333,1.194029851,158.3,135.45,7,8,30,45,13,2
Thesis,Thesis,507,7T,731712,731821,AWD311,740926,F,LFD,43536,43557,43581,SIX,4,12,BROWN,LT,C-D4,9495,64,0.496,200,0.8,1.4,0.4,156.92,139.7,5,6,40,40,12,8
Thesis,Thesis,515,7T,731942,733802,AWD303,740986,F,LFD,43534,43556,43581,SIX,4,12,BLK HOOD,LT,C-E4,12825,79,,219,0.821917808,1.278538813,0.821917808,181.72,117.3,8,9,30,31,2,27
Thesis,Thesis,537,7T,731982,733821,AWD315,740798,F,LFD,43536,43557,43581,SIX,5,9,BROWN,RM,C-E4,11775,77,0.285,219,1.00456621,1.96347032,1.141552511,149.72,147.42,12,13,22,31,11,18
Thesis,Thesis,539,8T,732052,734122,AWD323,741004,F,LFD,43540,43563,43588,SIX,3,12,ALBINO,RT,C-C8,12757.5,82,,221,0.7239819,1.221719457,0.7239819,195.95,103.84,8,9,30,47,6,7
Thesis,Thesis,516,8T,731562,734112,AWD331,740914,F,LFD,43541,43563,43588,SIX,5,11,ALBINO,LC,C-C8,12450,58,0.4985,234,1.324786325,2.64957265,0.854700855,204.12,92.9,5,6,30,48,11,1
Thesis,Thesis,508,8T,731522,732031,AWD319,740904,F,LFD,43540,43563,43588,SIX,4,7,BRN HOOD,RM,C-D8,14392.5,76,,224,0.491071429,0.625,0.357142857,290.66,7.28,3,4,34,51,0,9
Thesis,Thesis,530,8T,732322,733762,AWD335,740874,F,LFD,43541,43563,43588,SIX,4,7,BLACK,LT,C-D8,14842.5,78,0.42,230,0.956521739,2.130434783,0.913043478,170.71,128.45,3,4,32,40,1,19
Thesis,Thesis,504,8T,731922,731671,AWD327,740894,F,LFD,43541,43563,43588,SIX,5,13,ALBINO,LT,C-E8,9982.5,69,,175,0.628571429,1.142857143,0.571428571,206.71,89.54,4,5,34,34,8,18
Thesis,Thesis,506,8T,731552,731651,AWD339,740883,F,LFD,43542,43563,43588,SIX,5,5,BROWN,RM,C-E8,13815,71,,237,1.603375527,3.755274262,1.181434599,96.04,197.36,7,8,36,9,5,46
Thesis,Thesis,523,9T,732042,731911,AWD347,743615,F,LFD,43604,43626,43637,FOUR,7,9,BROWN,LM,C-F4,12142.5,73,,210,0.571428571,1.238095238,0.380952381,,,15,16,26,16,1,43
Thesis,Thesis,545,9T,731872,733792,AWD355,743594,F,LFD,43604,43626,43637,FOUR,7,8,ALBINO,RT,C-F4,12795,83,,242,0.991735537,1.487603306,0.909090909,,,8,9,32,45,7,8
Thesis,Thesis,520,9T,731882,734352,AWD343,743625,F,LFD,43603,43626,43637,FOUR,7,11,BROWN,LT,C-G4,11707.5,64,,228,1.052631579,2.149122807,0.789473684,231.26,66.59,9,10,29,41,0,19
Thesis,Thesis,606,9T,737042,736991,AWD359,743684,F,LFD,43606,43627,43637,FOUR,2,10,BLACK,RM,C-G4,11850,80,,178,0.224719101,0.449438202,0.280898876,148.2,145.58,9,10,30,32,5,23
Thesis,Thesis,561,9T,734111,731981,AWD351,743635,F,LFD,43604,43626,43637,FOUR,7,11,BRN HOOD,LM,C-H4,11415,69,0.4695,202,0.792079208,1.584158416,0.544554455,176.53,117.84,10,11,36,13,4,43
Thesis,Thesis,518,9T,732242,732231,AWD363,743744,F,LFD,43607,43628,43637,FOUR,7,10,BLK HOOD,RB,C-H4,11647.5,71,0.4365,288,1.423611111,2.430555556,0.763888889,201.6,97.22,7,8,34,38,3,19
Thesis,Thesis,538,10T,731742,731881,AWD377,743924,F,LFD,43613,43634,43644,FOUR,8,9,BLACK,LC,C-F8,12337.5,76,0.5555,240,1.083333333,1.875,1.041666667,169.56,126.18,9,10,25,37,1,22
Thesis,Thesis,535,10T,731752,732321,AWD387,744012,F,LFD,43614,43635,43644,FOUR,7,12,BLK HOOD,LT,C-F8,9990,69,,220,2.272727273,3.545454545,1.727272727,148.46,146.18,9,10,9,1,0,59
Thesis,Thesis,528,10T,731362,731841,AWD367,743944,F,LFD,43611,43633,43644,FOUR,7,7,BROWN,LT,C-G8,11332.5,70,,196,1.020408163,1.93877551,1.12244898,225.23,71.02,7,8,30,26,2,32
Thesis,Thesis,543,10T,731822,731551,AWD381,743934,F,LFD,43613,43634,43644,FOUR,7,12,BRN HOOD,LM,C-G8,10822.5,64,,210,0.80952381,1.619047619,0.80952381,190.18,106.23,0,1,1,49,1,10
Thesis,Thesis,553,10T,734241,732241,AWD373,743954,F,LFD,43611,43633,43644,FOUR,6,9,BLACK,LM,C-H8,11820,75,0.59,226,1.592920354,2.787610619,1.327433628,262.11,36.2,7,8,21,35,12,13
Thesis,Thesis,560,10T,734391,732051,AWD385,744024,F,LFD,43613,43634,43644,FOUR,7,10,ALBINO,LB,C-H8,13582.5,67,,191,0.418848168,0.680628272,0.418848168,235.58,59.76,5,6,6,45,5,10
Thesis,Thesis,630,11T,737012,736901,AWD395,745534,F,LFD,43660,43682,43693,FOUR,5,13,BROWN,LM,C-C4,11992.5,69,,236,,,,220.39,78.55,6,7,28,33,8,19
Thesis,Thesis,665,11T,737452,737041,AWD403,745554,F,LFD,43660,43682,43693,FOUR,5,9,BLK HOOD,RT,C-C4,10597.5,65,,237,,,,165.38,133.82,6,7,31,38,6,16
Thesis,Thesis,635,11T,736982,736871,AWD391,745544,F,LFD,43659,43682,43693,FOUR,5,12,BLACK,LT,C-D4,14707.5,70,,223,,,,182.5,115.22,4,5,27,3,0,57
Thesis,Thesis,721,11T,741562,741981,AWD407,745616,F,LFD,43659,43682,43693,FOUR,1,10,ALBINO,RT,C-D4,10252.5,62,0.476,204,,,,91.43,207.1,4,5,34,47,0,12
Thesis,Thesis,634,11T,737312,737441,AWD399,745564,F,LFD,43660,43682,43693,FOUR,4,13,BLACK,LM,C-E4,8362.5,68,,209,,,,151.99,139.63,6,7,28,35,3,22
Thesis,Thesis,641,11T,737562,738061,AWD411,745574,F,LFD,43661,43682,43693,FOUR,5,10,BLK HOOD,RB,C-E4,11092.5,73,0.4225,261,,,,175.81,123.65,11,12,28,54,3,2
Thesis,Thesis,614,12T,736752,737331,AWD419,746004,F,LFD,43666,43689,43700,FOUR,4,9,BRN HOOD,LM,C-C8,9435,64,,199,,,,290.11,2.8,10,11,32,39,2,19
Thesis,Thesis,625,12T,736912,737231,AWD427,745884,F,LFD,43667,43689,43700,FOUR,5,12,ALBINO,RT,C-C8,11550,77,,214,,,,265.22,29.19,11,12,25,52,4,4
Thesis,Thesis,654,12T,737282,737821,AWD415,745894,F,LFD,43666,43689,43700,FOUR,5,12,BLACK,LT,C-D8,15352.5,82,0.52,228,,,,169.49,123.38,3,4,33,27,2,31
Thesis,Thesis,638,12T,736882,737201,AWD431,746024,F,LFD,43668,43689,43700,FOUR,5,14,BROWN,RB,C-D8,11437.5,68,0.5755,215,,,,278.36,17.99,4,5,33,38,0,22
Thesis,Thesis,621,12T,737402,737671,AWD423,745904,F,LFD,43667,43689,43700,FOUR,5,11,BLK HOOD,LM,C-E8,9082.5,64,0.549,221,,,,210.16,84.58,9,10,30,30,8,22
Thesis,Thesis,624,12T,737343,737411,AWD435,746014,F,LFD,43669,43690,43700,FOUR,5,8,BLACK,RT,C-E8,8782.5,66,0.375,223,,,,181.72,112.77,3,4,35,56,4,0
Thesis,Thesis,702,13T,741892,741401,AWD443,749144,F,LFD,43738,43760,43784,SIX,4,12,BFROWN,LM,C-C4,12367.5,65,,239,0.962343096,1.548117155,0.753138075,207.49,90.71,6,7,34,45,6,9
Thesis,Thesis,612,13T,736692,737471,AWD449,749214,F,LFD,43739,43760,43784,SIX,7,7,ALBINO,RM,C-C4,8707.5,65,,217,0.737327189,1.566820276,0.737327189,209.04,85.25,6,7,24,58,0,2
Thesis,Thesis,605,13T,736732,737221,AWD439,749094,F,LFD,43738,43760,43784,SIX,7,8,BRN HOOD,RT,C-D4,10560,65,0.899,187,0.320855615,0.64171123,0.213903743,197.08,98.01,3,4,23,41,0,18
Thesis,Thesis,618,13T,737062,736681,AWD451,749172,F,LFD,43739,43760,43784,SIX,8,8,BROWN,LM,C-D4,15660,82,,248,1.370967742,2.137096774,1.129032258,273.69,23.76,2,3,36,43,3,13
Thesis,Thesis,737,13T,741482,742051,AWD459,749252,F,LFD,43739,43760,43784,SIX,4,14,BLK HOOD,RM,C-E4,10920,72,,230,1.043478261,1.782608696,1,186.59,110.74,7,8,25,38,0,22
Thesis,Thesis,656,13T,737322,736861,AWD455,749164,F,LFD,43739,43760,43784,SIX,7,8,ALBINO,LT,C-E4,13815,75,0.3835,214,1.121495327,1.91588785,0.607476636,204.83,90.73,10,11,27,37,1,22
Thesis,Thesis,661,14T,737272,736761,AWD463,749406,F,LFD,43743,43766,43791,SIX,7,12,BLK HOOD,RM,C-C8,,,,224,0.714285714,1.383928571,0.982142857,208.2,90.84,4,5,26,48,0,12
Thesis,Thesis,613,14T,736742,736881,AWD471,749514,F,LFD,43745,43766,43791,SIX,8,12,BROWN,LB,C-C8,,,,202,0.742574257,1.386138614,0.792079208,152.92,134.14,12,13,25,42,2,16
Thesis,Thesis,643,14T,737252,737831,AWD459,749424,F,LFD,43743,43766,43791,SIX,4,8,BROWN,LM,C-D8,,,,227,0.748898678,1.497797357,0.572687225,239.3,57.86,19,20,19,44,1,15
Thesis,Thesis,607,14T,736662,737191,AWD475,749484,F,LFD,43746,43767,43791,SIX,8,11,ALBINO,RM,C-D8,,,,243,0.658436214,1.275720165,0.534979424,235.67,59.72,8,9,30,46,4,10
Thesis,Thesis,662,14T,737442,737342,AWD467,749474,F,LFD,43743,43766,43791,SIX,8,9,BLACK,LM,C-E8,,,,184,0.326086957,0.489130435,0.434782609,241.76,34.53,5,6,24,46,2,12
Thesis,Thesis,616,14T,736712,737421,AWD479,749504,F,LFD,43746,43767,43791,SIX,8,10,ALBINO,RB,C-E8,,,0.9625,244,1.639344262,3.073770492,0.983606557,263.61,29.88,9,10,26,33,9,18
Thesis,Thesis,741,15T,741332,741801,AWD487,751775,F,LFD,43793,43815,,SIX,5,7,ALBINO,LM,C-F4,,,,,,,,279.7,18.22,6,7,29,,,
Thesis,Thesis,710,15T,741952,742281,AWD495,751944,F,LFD,43795,43816,,SIX,6,13,BRN HOOD,RT,C-F4,,,,,,,,250.85,47.28,1,2,28,,,
Thesis,Thesis,707,15T,741402,742041,AWD483,751793,F,LFD,43793,43815,,SIX,5,10,ALBINO,LT,C-G4,,,,,,,,155.15,143.91,13,14,23,,,
Thesis,Thesis,730,15T,743392,741661,AWD499,751934,F,LFD,43795,43816,,SIX,6,10,BLACK,RM,C-G4,,,,,,,,224.81,72.98,11,12,32,,,
Thesis,Thesis,0751B,15T,741872,741341,AWD503,751954,F,LFD,43795,43816,,SIX,6,5,BROWN,LB,C-H4,,,,,,,,219.13,71.57,5,6,29,,,
Thesis,Thesis,701,15T,745282,747632,AWD491,751906,F,LFD,43793,43815,,SIX,1,10,BLK HOOD,RT,C-H4,,,,,,,,222.83,69.79,5,6,34,,,
Thesis,Thesis,756,16T,741692,741971,AWD511,752134,F,LFD,43800,43822,,SIX,3,10,ALBINO,LB,C-F8,,,,,,,,232.21,66.93,9,10,26,,,
Thesis,Thesis,761,16T,741772,741251,AWD519,752164,F,LFD,43801,43822,,SIX,6,10,BRN HOOD,LMRM,C-F8,,,,,,,,226.71,67.32,14,15,19,,,
Thesis,Thesis,717,16T,741352,741171,AWD507,752124,F,LFD,43800,43822,,SIX,7,11,BRN HOOD,LM,C-G8,,,,,,,,231.98,63.52,2,3,31,,,
Thesis,Thesis,704,16T,742022,741271,AWD523,752344,F,LFD,43802,43822,,SIX,6,12,BLACK,RB,C-G8,,,,,,,,116.78,176.44,5,6,39,,,
Thesis,Thesis,732,16T,741232,741151,AWD515,752144,F,LFD,43801,43822,,SIX,7,6,ALBINO,LM,C-H8,,,,,,,,195.6,99.88,8,9,32,,,
Thesis,Thesis,764,16T,741122,741351,AWD527,752434,F,LFD,43802,43822,,SIX,7,10,BROWN,RM,C-H8,,,,,,,,173.12,126,9,10,28,,,
Pre,Ozzy,56,2O,,,,713895,M,LFD,,,,SIX,,8,,,,14025,78,1.3135,320,2.309375,2.040625,,,,,,,,,
Pre,Ozzy,25,2O,,,,719283,M,HFD,,,,SIX,,11,,,,14812.5,,3.9525,362,3.566298343,2.342541436,,,,,,,,,
Pre,Ozzy,39,2O,,,,719382,M,HFD,,,,SIX,,12,,,,17872.5,98,4.012,576,4.206597222,3.133680556,,,,,,,,,
Pre,Ozzy,41,2O,,,,719442,M,LFD,,,,SIX,,6,,,,13770,110,1.1975,402,2.711442786,1.019900498,,,,,,,,,
Pre,Ozzy,31,2O,,,,719513,M,HFD,,,,SIX,,4,,,,14355,103,1.575,404,3.611386139,2.737623762,,,,,,,,,
Pre,Ozzy,54,2O,,,,719543,M,HFD,,,,SIX,,10,,,,18840,102,3.3195,443,4.541760722,2.46275395,,,,,,,,,
Pre,Ozzy,40,3O,,,,719673,M,LFD,,,,SIX,,10,,,,15690,99,2.8785,387,4.552971576,2.552971576,1.620155039,,,,,,24,13,23
Pre,Ozzy,42,3O,,,,719693,M,HFD,,,,SIX,,11,,,,19762.5,158,1.8155,389,2.426735219,1.311053985,1.205655527,,,,,,14,46,0
Pre,Ozzy,50,3O,,,,719713,M,HFD,,,,SIX,,7,,,,16995,129,2.1185,364,2.049450549,2.167582418,1.384615385,,,,,,21,5,34
Pre,Ozzy,36,3O,,,,719813,M,LFD,,,,SIX,,8,,,,16245,129,2.6235,411,3.708029197,2.542579075,1.622871046,,,,,,13,9,38
Pre,Ozzy,43,4O,,,,719933,M,LFD,,,,SIX,,12,,,,14520,,,335,2.689552239,2.23880597,1.388059701,,,,,,44,13,3
Pre,Ozzy,33,3O,,,,719963,M,HFD,,,,SIX,,6,,,,14902.5,100,4.0445,403,2.401985112,1.657568238,0.933002481,,,,,,47,10,3
Pre,Ozzy,23,3O,,,,720073,M,HFD,,,,SIX,,7,,,,18412.5,137,6.3995,545,5.110091743,2.99266055,1.647706422,,,,,,25,22,13
Pre,Ozzy,52,4O,,,,720153,M,HFD,,,,SIX,,9,,,,18060,,,444,3.905405405,3.168918919,1.545045045,,,,,,43,1,16
Pre,Ozzy,53,4O,,,,720163,M,HFD,,,,SIX,,8,,,,18112.5,,,397,2.992443325,2.528967254,1.04534005,,,,,,38,18,4
Pre,Ozzy,51,4O,,,,720175,M,HFD,,,,SIX,,12,,,,18007.5,,,435,3.983908046,2.510344828,1.657471264,,,,,,40,7,12
Pre,Ozzy,47,4O,,,,720303,M,LFD,,,,SIX,,12,,,,14745,,,403,2.632754342,1.868486352,0.945409429,,,,,,38,15,7
Pre,Ozzy,49,4O,,,,720313,M,HFD,,,,SIX,,9,,,,16672.5,,,488,5.758196721,2.522540984,2.409836066,,,,,,5,13,42
Pre,Ozzy,27,5O,,,,720771,M,LFD,,,,SIX,,4,,,,13515,106,0.711,398,2.505025126,2.608040201,1.253768844,,,,,,36,5,19
Pre,Ozzy,26,5O,,,,720821,M,HFD,,,,SIX,,5,,,,16320,112,3.765,399,3.117794486,2.165413534,1.338345865,,,,,,24,5,31
Pre,Ozzy,30,5O,,,,720891,M,LFD,,,,SIX,,11,,,,13912.5,106,1.6865,312,2.211538462,2.641025641,1.144230769,,,,,,30,6,24
Pre,Ozzy,37,5O,,,,720971,M,HFD,,,,SIX,,7,,,,16575,123,5.1255,404,3.074257426,2.262376238,1.517326733,,,,,,10,33,17
Pre,Ozzy,55,5O,,,,721031,M,HFD,,,,SIX,,7,,,,16515,115,0.755,346,3.716763006,2.858381503,1.24566474,,,,,,30,15,15
Pre,Ozzy,44,5O,,,,721081,M,HFD,,,,SIX,,5,,,,14910,107,1.057,420,3.685714286,2.866666667,1.288095238,,,,,,36,15,9
Pre,Ozzy,34,6O,,,,721231,M,LFD,,,,SIX,,7,,,,13612.5,107,1.168,327,3.694189602,2.464831804,1.629969419,,,,,,6,8,46
Pre,Ozzy,38,6O,,,,721263,M,HFD,,,,SIX,,9,,,,15067.5,117,0.5985,439,3.043280182,1.767653759,0.997722096,,,,,,43,4,13
Pre,Ozzy,57,6O,,,,721293,M,LFD,,,,SIX,,11,,,,17910,124,1.2485,446,3.334080717,3.289237668,1.560538117,,,,,,32,4,24
Pre,Ozzy,48,6O,,,,721303,M,HFD,,,,SIX,,6,,,,22987.5,109,0.8335,392,4.091836735,2.525510204,1.844387755,,,,,,41,11,8
Pre,Ozzy,24,6O,,,,721431,M,HFD,,,,SIX,,9,,,,16012.5,124,1.7185,371,3.652291105,2.754716981,1.541778976,,,,,,28,2,30
Pre,Ozzy,22,6O,,,,721451,M,HFD,,,,SIX,,8,,,,,,,359,2.955431755,1.688022284,0.883008357,,,,,,38,14,8
Pre,Ozzy,46,7O,,,,721573,M,LFD,,,,SIX,,11,,,,19575,93,1.3745,400,2.125,1.8625,0.9475,,,,,,43,17,0
Pre,Ozzy,28,7O,,,,721811,M,HFD,,,,SIX,,7,,,,17745,97,2.9595,403,4.553349876,4.712158809,2.131513648,,,,,,21,6,33
Pre,Ozzy,21,7O,,,,721851,M,HFD,,,,SIX,,7,,,,16672.5,104,2.465,453,4.114790287,3.379690949,1.750551876,,,,,,13,10,37
Pre,Ozzy,29,7O,,,,721861,M,LFD,,,,SIX,,5,,,,21270,107,1.5165,431,2.740139211,3.192575406,1.313225058,,,,,,33,13,14
Pre,Ozzy,32,7O,,,,721883,M,HFD,,,,SIX,,6,,,,19522.5,96,2.248,474,5.318565401,4.331223629,1.82278481,,,,,,16,6,38
Pre,Ozzy,35,7O,,,,721901,M,HFD,,,,SIX,,12,,,,19680,103,4.041,472,4.050847458,2.353813559,2.076271186,,,,,,20,1,39
Pre,Ozzy,20,9O,,,,725273,M,HFD,,,,SIX,,1,,,,16500,100,1.4525,337,2.109792285,1.403560831,1.029673591,,,,,,48,0,12
Pre,Ozzy,20,9O,,,,725274,M,LFD,,,,SIX,,1,,,,14055,75,0.649,314,1.257961783,1.082802548,0.770700637,,,,,,48,1,5
Pre,Ozzy,19,9O,,,,725296,M,HFD,,,,SIX,,1,,,,,93,0.488,309,2.184466019,1.96763754,1.1197411,,,,,,46,0,14
Pre,Ozzy,19,9O,,,,725297,M,LFD,,,,SIX,,1,,,,15277.5,92,1.074,338,2.062130178,1.810650888,0.976331361,,,,,,45,3,12
Pre,Ozzy,17,9O,,,,725307,M,HFD,,,,SIX,,1,,,,16102.5,106,0.467,328,2.146341463,2.021341463,1.097560976,,,,,,55,0,5
Pre,Ozzy,17,9O,,,,725308,M,HFD,,,,SIX,,1,,,,16762.5,98,3.3285,351,2.225071225,1.746438746,1.011396011,,,,,,48,1,11
Pre,Ozzy,18,10O,,,,725353,M,HFD,,,,SIX,,1,,,,15510,85,0.596,311,3.048231511,2.511254019,0.98392283,,,,,,43,0,17
Pre,Ozzy,18,10O,,,,725354,M,LFD,,,,SIX,,1,,,,15270,91,0.528,291,1.924398625,1.567010309,0.903780069,,,,,,54,0,5
Pre,Ozzy,5,8O,,,,725451,M,HFD,,,,SIX,,6,,,,14700,70,0.3495,365,4.071232877,2.77260274,1.4,,,,,,37,1,22
Pre,Ozzy,5,8O,,,,725452,M,LFD,,,,SIX,,6,,,,16402.5,76,0.527,311,1.958199357,1.768488746,0.77170418,,,,,,38,3,19
Pre,Ozzy,6,8O,,,,725461,M,HFD,,,,SIX,,7,,,,19702.5,91,1.949,400,2.415,1.75,0.995,,,,,,50,0,10
Pre,Ozzy,6,8O,,,,725462,M,LFD,,,,SIX,,7,,,,15907.5,93,1.194,412,1.089805825,1.067961165,0.63592233,,,,,,52,1,7
Pre,Ozzy,8,8O,,,,725471,M,LFD,,,,SIX,,6,,,,15150,100,2.0145,298,2.298657718,2.117449664,1.39261745,,,,,,46,1,13
Pre,Ozzy,8,8O,,,,725472,M,HFD,,,,SIX,,6,,,,18105,111,3.583,345,4.246376812,3.194202899,2.214492754,,,,,,32,1,27
Pre,Ozzy,16,8O,,,,725481,M,LFD,,,,SIX,,4,,,,18195,91,0.9755,389,1.730077121,1.33933162,1.015424165,,,,,,55,0,5
Pre,Ozzy,16,8O,,,,725482,M,HFD,,,,SIX,,4,,,,19837.5,99,1.948,381,2.839895013,1.241469816,1.522309711,,,,,,13,2,45
Pre,Ozzy,9,8O,,,,725491,M,HFD,,,,SIX,,4,,,,16050,115,2.804,361,3.487534626,2.653739612,2.105263158,,,,,,54,1,5
Pre,Ozzy,9,8O,,,,725492,M,HFD,,,,SIX,,4,,,,17797.5,101,0.8645,368,1.83423913,2.225543478,1.081521739,,,,,,57,0,3
Pre,Ozzy,12,8O,,,,725501,M,HFD,,,,SIX,,4,,,,16942.5,116,3.2625,452,3.621681416,4.033185841,2.915929204,,,,,,15,2,43
Pre,Ozzy,12,8O,,,,725502,M,HFD,,,,SIX,,4,,,,16267.5,102,2.183,416,2.927884615,4.266826923,2.129807692,,,,,,30,0,30
Pre,Ozzy,11,9O,,,,725607,M,LFD,,,,SIX,,3,,,,14767.5,83,0.5225,317,1.58044164,1.684542587,0.593059937,,,,,,,,
Pre,Ozzy,2,9O,,,,725617,M,LFD,,,,SIX,,7,,,,13725,82,2.211,397,2.125944584,3.16372796,1.594458438,,,,,,,,
Pre,Ozzy,10,9O,,,,725631,M,HFD,,,,SIX,,4,,,,14610,93,3.675,381,2.860892388,2.519685039,1.711286089,,,,,,45,0,15
Pre,Ozzy,10,9O,,,,725632,M,HFD,,,,SIX,,4,,,,22545,79,0.573,460,3.843478261,3.358695652,2.117391304,,,,,,28,0,32
Pre,Ozzy,14,9O,,,,725641,M,HFD,,,,SIX,,4,,,,16732.5,114,1.735,348,2.24137931,2.298850575,1.49137931,,,,,,39,0,21
Pre,Ozzy,3,9O,,,,725651,M,HFD,,,,SIX,,5,,,,17797.5,98,0.679,283,1.915194346,1.703180212,1.204946996,,,,,,23,4,33
Pre,Ozzy,7,10O,,,,725661,M,LFD,,,,SIX,,,,,,14107.5,104,0.7605,353,2.110481586,1.997167139,1.21529745,,,,,,54,1,4
Pre,Ozzy,7,10O,,,,725662,M,HFD,,,,SIX,,,,,,,103,1.7705,393,3.017811705,2.150127226,1.852417303,,,,,,58,0,2
Pre,Ozzy,4,10O,,,,725691,M,LFD,,,,SIX,,7,,,,15960,149,1.045,375,2.386666667,2.666666667,1.394666667,,,,,,55,0,5
Pre,Ozzy,4,10O,,,,725692,M,HFD,,,,SIX,,7,,,,17302.5,107,2.743,432,2.625,3.178240741,1.652777778,,,,,,50,0,9
Pre,Ozzy,1,10O,,,,725711,M,HFD,,,,SIX,,7,,,,18112.5,117,1.4405,374,1.655080214,2.085561497,1.128342246,,,,,,52,1,7
Pre,Ozzy,1,10O,,,,725712,M,HFD,,,,SIX,,7,,,,17737.5,105,1.0495,406,2.689655172,2.28817734,2.536945813,,,,,,37,0,23
